Tipo de Incidencia,Clave de incidencia,ID de la incidencia,Resumen,Parent summary,Prioridad,Estado,Sprint de ejecución,Tipo de prueba,Atributo,Nivel de prueba,Tag0,Tag1,Tag2,Eatpa de la prueba,Ambiente,Reportado,Fecha Reporte,Version de correccion 1,Desarrollador,Sprint última regresión,¿En qué versión fue corregido?,Estrategia de ejecución
riesgo,POS-101,489,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Crítica,Pendiente,Sprint 12,Exploratoria,Desempeño,Sistema,Software IA,ERP,Cloud,Ideación,Pruebas,Mateo Linares,10/2/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Incidente,API-073,490,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Baja,Cerrado,Sprint 3,Funcional,Desempeño,Sistema,SAP,ERP,On-Premise- Hibrido,Construcción,Pre-Producción,Isabela Aguirre,7/14/2025,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
Incidente,MOB-589,491,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Alta,Pendiente,Sprint 15,Integración,UX,integracion,SAP,DWH,Mainframe,Requisitos,Pruebas,Paula Navarro,7/1/2025,v1.0.1,Raúl Espinosa,Sprint 17,v1.0.2,Manual
Defecto,WEB-342,492,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Alta,Resuelto,Sprint 19,Funcional,Funcional,Sistema,Software Tradicional,ERP,Mainframe,Ideación,Sandbox,Ana López,2/9/2025,v1.0.1,Ana López,,v1.0.2,Automatizada
Incidente,MOB-589,493,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Alta,Cerrado,Sprint 14,Sanity,Funcional,UAT,SAP,CORE Banking,Mainframe,Ideación,Integracion,Isabela Aguirre,5/23/2025,v1.0.1,Valentina Castillo,Sprint 20,v1.0.2,Manual
Defecto,KIOS-411,494,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Baja,Cerrado,Sprint 13,Sanity,Funcional,UAT,Datos,Datalake,On-Premise- Hibrido,Operacion,Desarrollo,Valentina Castillo,6/24/2025,v1.0.1,Esteban Méndez,,v1.0.2,Manual
riesgo,MOB-589,495,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Crítica,En progreso,Sprint 9,Funcional,Funcional,Sistema,Software IA,CORE Banking,Mainframe,Ideación,Sandbox,Miguel Herrera,9/5/2025,v1.0.1,Sebastián Cortés,,v1.0.2,Automatizada
riesgo,MOB-589,496,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Media,En progreso,Sprint 13,Funcional,Compatibilidad,integracion,SAP,CORE Banking,Mainframe,Operacion,Integracion,Isabela Aguirre,3/17/2025,v1.0.1,Juan Pérez,Sprint 14,v1.0.2,Manual
Defecto,KIOS-411,497,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Media,Resuelto,Sprint 17,Funcional,Datos,integracion,SAP,ERP,Mainframe,Requisitos,ShadowDR),Jorge Ramírez,6/18/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
Incidente,API-073,498,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Alta,Rechazado,Sprint 7,Funcional,Desempeño,UAT,Software IA,CRM,On-Premise- Hibrido,Operacion,Integracion,Valentina Castillo,11/26/2024,v1.0.1,Ana López,Sprint 18,v1.0.2,Manual
Defecto,BD-921,499,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Baja,Pendiente,Sprint 20,Regresión,Funcional,integracion,Datos,DWH,On-Premise- Hibrido,Requisitos,Desarrollo,Mariana Cárdenas,4/5/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Incidente,WEB-342,500,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Baja,Resuelto,Sprint 7,Funcional,Funcional,integracion,Software Tradicional,Datalake,Mainframe,Ideación,Integracion,Daniela Ríos,10/14/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Automatizada
sugerencia,BD-921,501,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Media,En progreso,Sprint 8,Aceptación,Desempeño,Unitaria,SAP,ERP,Cloud,Construcción,Pruebas,Sebastián Cortés,2/25/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
sugerencia,API-073,502,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Media,Resuelto,Sprint 11,Integración,Funcional,Sistema,SAP,CRM,Mainframe,Requisitos,Pruebas,Valentina Castillo,3/21/2024,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
Defecto,WEB-342,503,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Media,Resuelto,Sprint 17,Regresión,Usabilidad,Sistema,Datos,CRM,Mainframe,Construcción,Producción,Paula Navarro,4/17/2024,v1.0.1,Valentina Castillo,,v1.0.2,Manual
Defecto,BD-921,504,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 2,Smoke,Funcional,integracion,Software IA,CORE Banking,On-Premise- Hibrido,Operacion,Pre-Producción,Jorge Ramírez,11/28/2024,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
Incidente,API-073,505,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Baja,Pendiente,Sprint 11,Regresión,Seguridad,Sistema,Software IA,DWH,Mainframe,Operacion,Desarrollo,Mateo Linares,10/29/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Defecto,BD-921,506,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Media,Cerrado,Sprint 2,Regresión,Funcional,UAT,Software IA,ERP,Mainframe,Construcción,Desarrollo,Valentina Castillo,1/31/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
Defecto,WEB-342,507,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Baja,Pendiente,Sprint 10,Regresión,Funcional,Sistema,Software IA,CRM,On-Premise- Hibrido,Construcción,Pruebas,Daniela Ríos,7/17/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Incidente,MOB-589,508,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Baja,Reabierto,Sprint 2,Aceptación,Funcional,Unitaria,Datos,CORE Banking,Cloud,Construcción,Integracion,Mariana Cárdenas,6/10/2025,v1.0.1,Paula Navarro,,v1.0.2,Manual
riesgo,BD-921,509,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 3,Funcional,Funcional,Sistema,Datos,CORE Banking,Mainframe,Operacion,Pre-Producción,Jorge Ramírez,9/13/2025,v1.0.1,Antonella Duque,,v1.0.2,Automatizada
Incidente,BD-921,510,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Media,Resuelto,Sprint 12,Funcional,Funcional,Unitaria,Software IA,CORE Banking,Mainframe,Ideación,ShadowDR),Pedro Cruz,7/3/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Defecto,WEB-342,511,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Baja,Rechazado,Sprint 11,Funcional,Funcional,Sistema,SAP,CRM,Mainframe,Operacion,Sandbox,Pedro Cruz,6/30/2025,v1.0.1,Juan Pérez,Sprint 14,v1.0.2,Automatizada
Defecto,MOB-589,512,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Baja,Resuelto,Sprint 20,Aceptación,Datos,integracion,Datos,Datalake,Mainframe,Ideación,Integracion,Jorge Ramírez,1/2/2025,v1.0.1,Juan Pérez,,v1.0.2,Manual
sugerencia,KIOS-411,513,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Baja,En progreso,Sprint 17,Aceptación,Seguridad,UAT,Software Tradicional,CRM,Mainframe,Ideación,Sandbox,Raúl Espinosa,3/5/2025,v1.0.1,Lucía Fernández,Sprint 18,v1.0.2,Manual
riesgo,KIOS-411,514,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Crítica,Reabierto,Sprint 6,Funcional,Datos,Sistema,SAP,Datalake,Cloud,Operacion,Sandbox,Lucía Fernández,5/1/2025,v1.0.1,Pedro Cruz,Sprint 20,v1.0.2,Manual
sugerencia,CORE-568,515,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 14,Funcional,Funcional,Sistema,SAP,CORE Banking,Mainframe,Requisitos,Desarrollo,Paula Navarro,1/17/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
sugerencia,KIOS-411,516,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Baja,Cerrado,Sprint 2,Smoke,Funcional,Sistema,Software IA,Datalake,Mainframe,Construcción,Desarrollo,Lucía Fernández,5/15/2025,v1.0.1,Lucía Fernández,,v1.0.2,Manual
Defecto,WEB-342,517,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Crítica,En progreso,Sprint 4,Regresión,Datos,Sistema,Datos,CORE Banking,On-Premise- Hibrido,Requisitos,Integracion,Antonella Duque,12/11/2024,v1.0.1,Miguel Herrera,Sprint 11,v1.0.2,Manual
riesgo,API-073,518,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Alta,Pendiente,Sprint 10,Sanity,Compatibilidad,Unitaria,Software Tradicional,CRM,Mainframe,Ideación,Sandbox,Juan Pérez,3/11/2025,v1.0.1,Juan Pérez,Sprint 10,v1.0.2,Manual
riesgo,BD-921,519,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Baja,Reabierto,Sprint 3,Exploratoria,Datos,UAT,Datos,Datalake,Cloud,Requisitos,Integracion,Gabriela Paredes,4/17/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Defecto,CORE-568,520,Los errores de validación no se muestran en tiempo real.,Verificar herencia del objeto,Alta,Resuelto,Sprint 19,Regresión,Funcional,integracion,Software Tradicional,Datalake,Cloud,Requisitos,Sandbox,Valentina Castillo,8/20/2024,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
riesgo,CORE-568,521,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Baja,En progreso,Sprint 11,Exploratoria,Desempeño,UAT,Software IA,CRM,Cloud,Requisitos,Desarrollo,Sebastián Cortés,4/3/2025,v1.0.1,Mariana Cárdenas,Sprint 18,v1.0.2,Manual
sugerencia,API-073,522,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Media,Pendiente,Sprint 7,Integración,Funcional,Sistema,SAP,DWH,On-Premise- Hibrido,Construcción,Pre-Producción,Sebastián Cortés,8/25/2025,v1.0.1,Esteban Méndez,Sprint 9,v1.0.2,Manual
Incidente,BD-921,523,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Baja,En progreso,Sprint 14,Funcional,Funcional,UAT,Datos,CORE Banking,Mainframe,Ideación,ShadowDR),Lucía Fernández,10/7/2024,v1.0.1,Laura Ortega,,v1.0.2,Manual
sugerencia,CORE-568,524,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Alta,En progreso,Sprint 20,Funcional,Funcional,Unitaria,Software IA,DWH,On-Premise- Hibrido,Ideación,Sandbox,Pedro Cruz,9/9/2025,v1.0.1,Valentina Castillo,,v1.0.2,Automatizada
Incidente,CORE-568,525,El sistema no responde al hacer clic en ciertos botones.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 14,Carga,Datos,Unitaria,Software IA,CRM,Mainframe,Requisitos,Integracion,Juan Pérez,3/1/2025,v1.0.1,Miguel Herrera,Sprint 20,v1.0.2,Manual
riesgo,CORE-568,526,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Baja,Resuelto,Sprint 10,Funcional,Funcional,UAT,Software IA,CRM,On-Premise- Hibrido,Operacion,Sandbox,Esteban Méndez,3/19/2024,v1.0.1,Mateo Linares,Sprint 10,v1.0.2,Manual
Incidente,API-073,527,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Media,Rechazado,Sprint 18,Carga,Funcional,Unitaria,Datos,CORE Banking,Cloud,Construcción,Desarrollo,Juan Pérez,6/13/2025,v1.0.1,Camila Vargas,,v1.0.2,Manual
Defecto,API-073,528,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Baja,Cerrado,Sprint 1,Funcional,Funcional,integracion,Software Tradicional,ERP,Mainframe,Construcción,Desarrollo,Paula Navarro,11/20/2024,v1.0.1,Pedro Cruz,,v1.0.2,Automatizada
riesgo,WEB-342,529,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Baja,Pendiente,Sprint 20,Funcional,Desempeño,integracion,Software IA,DWH,Cloud,Ideación,Pruebas,Miguel Herrera,1/1/2025,v1.0.1,Esteban Méndez,,v1.0.2,Manual
sugerencia,CORE-568,530,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Media,Cerrado,Sprint 1,Smoke,Desempeño,integracion,Software IA,CORE Banking,Cloud,Ideación,Producción,Sofía Morales,2/17/2025,v1.0.1,Antonella Duque,,v1.0.2,Manual
Incidente,POS-101,531,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Baja,Reabierto,Sprint 5,Funcional,Funcional,UAT,Software IA,DWH,Cloud,Requisitos,Sandbox,Paula Navarro,4/3/2024,v1.0.1,Esteban Méndez,,v1.0.2,Automatizada
riesgo,MOB-589,532,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Alta,Cerrado,Sprint 16,Exploratoria,Portabilidad,integracion,Software Tradicional,ERP,On-Premise- Hibrido,Requisitos,Pre-Producción,Pedro Cruz,4/23/2025,v1.0.1,Mateo Linares,,v1.0.2,Manual
sugerencia,WEB-342,533,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Baja,Resuelto,Sprint 5,Exploratoria,Funcional,UAT,SAP,DWH,On-Premise- Hibrido,Requisitos,Sandbox,Gabriela Paredes,10/2/2025,v1.0.1,Mateo Linares,Sprint 19,v1.0.2,Manual
Defecto,MOB-589,534,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 12,Funcional,Compatibilidad,UAT,Datos,ERP,Cloud,Requisitos,Pre-Producción,Pedro Cruz,8/4/2024,v1.0.1,Paula Navarro,,v1.0.2,Manual
sugerencia,CORE-568,535,No se muestra el mensaje de confirmación tras enviar el formulario.,Verificar herencia del objeto,Baja,En progreso,Sprint 4,Smoke,Datos,integracion,Software IA,ERP,Mainframe,Operacion,Producción,Isabela Aguirre,2/3/2024,v1.0.1,Paula Navarro,,v1.0.2,Manual
Incidente,MOB-589,536,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Baja,Resuelto,Sprint 2,Carga,Funcional,Unitaria,Software Tradicional,CORE Banking,Mainframe,Operacion,Producción,Esteban Méndez,8/5/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Incidente,BD-921,537,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Crítica,Reabierto,Sprint 14,Integración,Funcional,Sistema,Datos,CORE Banking,On-Premise- Hibrido,Requisitos,ShadowDR),Esteban Méndez,8/3/2024,v1.0.1,Camila Vargas,,v1.0.2,Manual
Defecto,MOB-589,538,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Media,En progreso,Sprint 11,Exploratoria,Funcional,integracion,Datos,DWH,On-Premise- Hibrido,Construcción,Sandbox,Ana López,3/12/2025,v1.0.1,Mateo Linares,,v1.0.2,Manual
Incidente,API-073,539,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Media,En progreso,Sprint 2,Regresión,Desempeño,Unitaria,Software Tradicional,ERP,Cloud,Requisitos,Integracion,Esteban Méndez,8/14/2024,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
riesgo,KIOS-411,540,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Alta,Reabierto,Sprint 3,Smoke,Funcional,UAT,Software IA,ERP,Mainframe,Ideación,Integracion,Isabela Aguirre,1/21/2024,v1.0.1,Mateo Linares,,v1.0.2,Manual
sugerencia,POS-101,541,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Media,Cerrado,Sprint 12,Regresión,Desempeño,Sistema,Datos,CRM,Mainframe,Requisitos,Integracion,Valentina Castillo,7/3/2024,v1.0.1,Miguel Herrera,Sprint 17,v1.0.2,Manual
riesgo,WEB-342,542,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Media,En progreso,Sprint 12,Integración,Funcional,Sistema,Software IA,CORE Banking,Mainframe,Construcción,Integracion,Lucía Fernández,9/6/2024,v1.0.1,Antonella Duque,,v1.0.2,Manual
Incidente,API-073,543,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 20,Funcional,Funcional,UAT,Software Tradicional,CORE Banking,Mainframe,Ideación,Desarrollo,Gabriela Paredes,1/2/2025,v1.0.1,Paula Navarro,,v1.0.2,Automatizada
Incidente,KIOS-411,544,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Alta,Cerrado,Sprint 18,Funcional,Usabilidad,UAT,Software IA,CRM,Cloud,Operacion,Desarrollo,Sofía Morales,5/31/2024,v1.0.1,Juan Pérez,,v1.0.2,Manual
sugerencia,POS-101,545,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Baja,En progreso,Sprint 7,Smoke,Desempeño,UAT,Software Tradicional,CRM,Mainframe,Operacion,Sandbox,Juan Pérez,7/19/2025,v1.0.1,Valentina Castillo,Sprint 10,v1.0.2,Manual
riesgo,MOB-589,546,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Alta,Resuelto,Sprint 3,Integración,Funcional,Sistema,Software IA,DWH,On-Premise- Hibrido,Operacion,Integracion,Sebastián Cortés,8/3/2024,v1.0.1,Mateo Linares,,v1.0.2,Manual
Incidente,POS-101,547,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 2,Regresión,Funcional,UAT,Software IA,ERP,Mainframe,Construcción,Producción,Raúl Espinosa,9/28/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
riesgo,KIOS-411,548,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Media,Resuelto,Sprint 8,Smoke,Portabilidad,UAT,Software Tradicional,CORE Banking,Mainframe,Operacion,Producción,Valentina Castillo,6/28/2024,v1.0.1,Camila Vargas,Sprint 20,v1.0.2,Manual
sugerencia,BD-921,549,Inconsistencias en el formato de fechas en reportes.,Verificar herencia del objeto,Media,Resuelto,Sprint 2,Aceptación,Seguridad,Unitaria,Software Tradicional,CORE Banking,On-Premise- Hibrido,Construcción,Sandbox,Pedro Cruz,8/9/2024,v1.0.1,Lucía Fernández,,v1.0.2,Manual
riesgo,BD-921,550,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Media,Reabierto,Sprint 15,Funcional,Datos,integracion,SAP,CRM,On-Premise- Hibrido,Operacion,Integracion,Paula Navarro,4/12/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
riesgo,MOB-589,551,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Crítica,En progreso,Sprint 4,Funcional,Funcional,integracion,Datos,CRM,On-Premise- Hibrido,Ideación,Pre-Producción,Lucía Fernández,4/6/2025,v1.0.1,Pedro Cruz,,v1.0.2,Automatizada
Defecto,POS-101,552,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Media,Resuelto,Sprint 5,Sanity,Funcional,Unitaria,SAP,CRM,Mainframe,Ideación,ShadowDR),Jorge Ramírez,5/28/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
sugerencia,WEB-342,553,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Baja,Cerrado,Sprint 8,Funcional,Datos,Unitaria,Software IA,CRM,Mainframe,Ideación,Pruebas,Valentina Castillo,8/9/2025,v1.0.1,Sofía Morales,,v1.0.2,Manual
sugerencia,KIOS-411,554,Error al guardar los cambios cuando el formulario está incompleto.,Verificar herencia del objeto,Media,En progreso,Sprint 2,Funcional,Compatibilidad,Sistema,Software IA,Datalake,Mainframe,Construcción,Integracion,Ana López,1/18/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
sugerencia,KIOS-411,555,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Media,Resuelto,Sprint 4,Funcional,Compatibilidad,Unitaria,Software Tradicional,Datalake,Mainframe,Ideación,Desarrollo,Mariana Cárdenas,9/8/2025,v1.0.1,Mariana Cárdenas,,v1.0.2,Manual
Defecto,CORE-568,556,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Baja,Pendiente,Sprint 10,Funcional,Funcional,Unitaria,Software Tradicional,CRM,On-Premise- Hibrido,Requisitos,ShadowDR),Isabela Aguirre,7/27/2024,v1.0.1,Raúl Espinosa,,v1.0.2,Automatizada
riesgo,WEB-342,557,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Crítica,Rechazado,Sprint 13,Exploratoria,Funcional,Unitaria,Software Tradicional,Datalake,Cloud,Operacion,Integracion,Laura Ortega,4/19/2024,v1.0.1,Sebastián Cortés,,v1.0.2,Manual
Defecto,WEB-342,558,Se visualiza contenido duplicado en la lista de resultados.,Verificar herencia del objeto,Baja,Resuelto,Sprint 17,Integración,Funcional,Unitaria,Software IA,CRM,Mainframe,Operacion,Pre-Producción,Valentina Castillo,11/21/2024,v1.0.1,Pedro Cruz,Sprint 20,v1.0.2,Manual
sugerencia,API-073,559,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Baja,Pendiente,Sprint 1,Carga,Funcional,Sistema,Software Tradicional,ERP,Cloud,Requisitos,Sandbox,Raúl Espinosa,1/10/2024,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
riesgo,WEB-342,560,El componente de búsqueda no filtra adecuadamente.,Verificar herencia del objeto,Alta,Rechazado,Sprint 20,Sanity,Funcional,UAT,SAP,ERP,On-Premise- Hibrido,Operacion,ShadowDR),Gabriela Paredes,9/5/2025,v1.0.1,Daniela Ríos,,v1.0.2,Manual
sugerencia,WEB-342,561,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Baja,Pendiente,Sprint 11,Aceptación,Funcional,UAT,Software IA,CRM,On-Premise- Hibrido,Operacion,Pruebas,Paula Navarro,3/29/2025,v1.0.1,Valentina Castillo,,v1.0.2,Manual
sugerencia,KIOS-411,562,Permisos incorrectos asignados a usuarios estándar.,Verificar herencia del objeto,Media,En progreso,Sprint 12,Carga,Funcional,UAT,Datos,CRM,Cloud,Operacion,Pruebas,Daniela Ríos,6/7/2025,v1.0.1,Sofía Morales,Sprint 13,v1.0.2,Manual
sugerencia,MOB-589,563,El botón de envío permanece inactivo aún con campos completos.,Verificar herencia del objeto,Crítica,Pendiente,Sprint 19,Funcional,Funcional,integracion,Datos,ERP,Mainframe,Requisitos,Pruebas,Raúl Espinosa,1/25/2025,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Defecto,POS-101,564,La carga del módulo tarda más de lo esperado.,Verificar herencia del objeto,Baja,Cerrado,Sprint 13,Integración,Funcional,Sistema,Software IA,ERP,On-Premise- Hibrido,Ideación,ShadowDR),Raúl Espinosa,7/9/2024,v1.0.1,Camila Vargas,,v1.0.2,Manual
Defecto,POS-101,565,Datos no persisten después de actualizar la página.,Verificar herencia del objeto,Baja,Cerrado,Sprint 12,Exploratoria,Funcional,Sistema,SAP,CORE Banking,Cloud,Construcción,Pruebas,Jorge Ramírez,3/13/2024,v1.0.1,Ana López,,v1.0.2,Manual
Incidente,BD-921,566,Problemas con la internacionalización de mensajes.,Verificar herencia del objeto,Baja,Resuelto,Sprint 20,Integración,Datos,integracion,Datos,Datalake,On-Premise- Hibrido,Requisitos,ShadowDR),Valentina Castillo,8/18/2024,v1.0.1,Raúl Espinosa,Sprint 20,v1.0.2,Manual
riesgo,API-073,567,La función de autocompletado no sugiere valores esperados.,Verificar herencia del objeto,Baja,En progreso,Sprint 9,Exploratoria,Desempeño,integracion,SAP,ERP,Mainframe,Operacion,Integracion,Lucía Fernández,5/11/2025,v1.0.1,Mateo Linares,Sprint 11,v1.0.2,Manual
riesgo,POS-101,568,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Media,Resuelto,Sprint 0,Funcional,Portabilidad,integracion,Software Tradicional,ERP,Cloud,Requisitos,Sandbox,Mariana Cárdenas,1/23/2025,v1.0.1,Jorge Ramírez,,v1.0.2,Manual
Incidente,CORE-568,569,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Media,En progreso,Sprint 4,Integración,Funcional,integracion,SAP,DWH,Cloud,Ideación,Pruebas,Ana López,1/2/2024,v1.0.1,Esteban Méndez,,v1.0.2,Manual
Defecto,MOB-589,570,Inconsistencias en el formato de fechas en reportes.,Verificar herencia del objeto,Media,Resuelto,Sprint 2,Funcional,UX,Unitaria,Software Tradicional,CRM,On-Premise- Hibrido,Ideación,Sandbox,Miguel Herrera,4/17/2025,v1.0.1,Laura Ortega,,v1.0.2,Manual
sugerencia,POS-101,571,El sistema se bloquea al ingresar caracteres especiales.,Verificar herencia del objeto,Crítica,Pendiente,Sprint 9,Carga,Funcional,Sistema,SAP,DWH,Cloud,Ideación,Desarrollo,Pedro Cruz,11/29/2024,v1.0.1,Isabela Aguirre,,v1.0.2,Manual
sugerencia,BD-921,572,La validación del campo de correo no funciona correctamente.,Verificar herencia del objeto,Media,Cerrado,Sprint 10,Aceptación,Funcional,integracion,SAP,CORE Banking,Mainframe,Operacion,Sandbox,Miguel Herrera,4/14/2024,v1.0.1,Miguel Herrera,,v1.0.2,Manual
Incidente,MOB-589,573,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Alta,En progreso,Sprint 10,Funcional,Desempeño,integracion,Software IA,Datalake,Mainframe,Operacion,ShadowDR),Isabela Aguirre,5/21/2025,v1.0.1,Mariana Cárdenas,Sprint 10,v1.0.2,Manual
sugerencia,BD-921,574,Los datos exportados no coinciden con los mostrados en pantalla.,Verificar herencia del objeto,Media,Rechazado,Sprint 5,Funcional,Compatibilidad,Unitaria,Datos,DWH,Mainframe,Operacion,Pre-Producción,Paula Navarro,6/10/2024,v1.0.1,Mariana Cárdenas,Sprint 9,v1.0.2,Manual
sugerencia,CORE-568,575,Problema de compatibilidad en navegadores móviles.,Verificar herencia del objeto,Crítica,Reabierto,Sprint 19,Funcional,Funcional,Unitaria,Software Tradicional,DWH,Cloud,Requisitos,Sandbox,Jorge Ramírez,5/15/2025,v1.0.1,Gabriela Paredes,,v1.0.2,Manual
Incidente,BD-921,576,Se generan logs con errores de NullPointerException.,Verificar herencia del objeto,Baja,Pendiente,Sprint 7,Exploratoria,Funcional,Unitaria,Software Tradicional,ERP,Cloud,Construcción,Pre-Producción,Gabriela Paredes,4/3/2024,v1.0.1,Juan Pérez,,v1.0.2,Manual
Incidente,KIOS-411,577,Fallo en la navegación entre pantallas del módulo principal.,Verificar herencia del objeto,Alta,Resuelto,Sprint 1,Funcional,Datos,integracion,Software Tradicional,Datalake,Cloud,Requisitos,Integracion,Raúl Espinosa,11/14/2024,v1.0.1,Lucía Fernández,,v1.0.2,Manual
Defecto,BD-921,578,Falta de alineación en los elementos de la interfaz.,Verificar herencia del objeto,Crítica,Resuelto,Sprint 1,Smoke,Desempeño,Sistema,Software Tradicional,DWH,Cloud,Ideación,Producción,Ana López,1/6/2024,v1.0.1,Paula Navarro,Sprint 14,v1.0.2,Manual
